"Tipo de Cáncer","Localización","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Colon","Boyacá","2.8","2.7","2.8","2.7","3.1","3.2","3.4","3.6","3.8","3.7","4.1","4.1","4.4","4.5","4.6","4.8","5.2","5.5","5.8","6","6.2","6.3","6.3"
"Colon","Caldas","4.6","4.8","5.1","5.3","5.7","6.2","6.1","5.8","6","6.1","5.9","6.3","6.9","6.9","6.8","7.2","7.4","7.5","8.3","9","9.1","9.3","9.9"
"Colon","Caquetá","1","1.3","1.3","1","1.3","1.6","1.5","1.6","1.9","1.7","1.6","1.6","1.8","1.7","2","2.3","2.5","2.4","2.7","2.6","2.3","2.3","2.3"
"Colon","Casanare","0.8","0.8","0.7","0.9","1.4","1.4","1.6","1.7","1.7","1.6","1.7","1.8","2.1","2.1","2.2","2.4","2.4","2.3","2.4","2.8","2.8","2.8","3"
"Colon","Cauca","1.5","1.5","1.7","1.9","1.8","2.2","2.2","2.2","2.1","2.1","2","2.1","2.3","2.4","2.6","2.7","2.9","2.8","3.2","3.2","3.5","3.7","3.9"
"Colon","Cesar","1.2","1.2","1.4","1.6","1.6","1.8","1.9","1.9","2.1","2.1","2.1","2.2","2.3","2.3","2.3","2.4","2.7","3","3.2","3.4","3.6","3.6","3.4"
"Colon","Chocó","0.9","0.8","0.7","0.7","0.7","0.9","1","1.2","1.2","1.2","1.1","1.2","1.3","1.3","1.3","1.3","1.2","1.3","1.3","1.3","1.6","1.7","1.6"
"Colon","Córdoba","1.3","1.3","1.3","1.5","1.6","1.8","1.9","1.9","2.2","2.1","2.3","2.3","2.3","2.3","2.5","2.4","2.5","2.7","2.8","3","3.3","3.5","3.7"
"Colon","Cundinamarca","3","3","2.8","2.8","3","3","3.2","3.4","3.5","3.7","4","4.1","4.2","4.4","4.4","4.4","4.7","5","5","5.3","5.8","5.8","6"
"Colon","Guainía","0","0","0","3","3","3","2.9","2.9","2.8","2.8","2.7","2.7","2.7","2.6","2.6","5","5.7","5.7","7.3","7.3","4.7","2.3","2.3"
"Colon","Guaviare","1.2","1.7","1.7","1.7","2.2","2.2","2.1","2.1","1.6","1.6","1.5","1.3","1.2","1.9","1.7","1.5","1.7","1.8","1.4","2.1","2.6","2.8","3.2"
"Colon","Huila","2.3","2.2","2.3","2.3","2.4","2.2","2.4","2.5","2.5","2.5","2.8","2.9","2.9","3.4","3.6","3.6","3.9","4.3","4.3","4.4","4.7","4.7","4.6"
"Colon","La Guajira","0.8","0.7","0.9","0.9","1","1.1","1.2","1.2","1.3","1.2","1.1","1.1","0.9","0.8","0.8","0.7","0.8","0.8","0.9","1","1.3","1.3","1.6"
"Colon","Magdalena","1.9","2","1.9","2","2","1.9","2.1","2.4","2.4","2.6","2.8","2.8","2.7","3.1","3.3","3.6","3.7","4","4","4.1","4","4.1","4"
"Colon","Meta","2.1","2.4","2.2","2.4","2.7","2.8","2.8","3.1","3.5","3.6","3.9","4.3","4.5","4.4","4.4","4.7","4.6","4.7","4.9","5.1","5.1","5.2","5.5"
"Colon","Nariño","1","1.1","1.1","1.2","1.5","1.7","1.8","1.8","1.8","1.8","1.8","2.1","2.1","2.5","2.6","2.9","2.9","3.2","3.2","3.4","3.4","3.5","3.5"
"Colon","Norte de Santander","2.7","2.8","2.7","2.9","3","3.3","3.3","3.5","3.3","3.3","3.1","3.4","3.6","3.8","4","4.4","4.3","4.9","5.1","5.4","6","6.4","6.2"
"Colon","Putumayo","1.7","1.2","1","1","1.1","1","1.1","1.2","1.5","1.4","1.4","1.6","1.6","1.4","1.8","1.8","1.8","1.9","2.3","2.6","2.3","2.3","2.4"
"Colon","Quindio","4.3","4.1","4.1","4.4","4.6","4","4.2","4.4","4.7","5.3","5.8","7.1","7.5","7.6","7.7","8.7","8.5","9.1","9.2","9","9","8.9","8.6"
"Colon","Risaralda","4.7","4.8","4.9","5.1","5.2","5.1","5.3","5.7","6.1","6.2","6.5","7","7.2","7.1","7.4","7.8","7.6","8.2","8.6","8.7","8.9","9.4","8.7"
"Colon","Santander","2.8","3","3.1","3.3","3.6","3.9","4.1","4.1","4.4","4.5","4.4","4.7","5","5","5.3","5.5","5.4","5.7","6.3","6.7","6.9","7.2","7.3"
"Colon","Sucre","1.3","1.6","1.8","2.2","2.5","2.5","2.5","2.4","2.3","2.4","2.5","2.5","2.4","2.3","2.4","2.4","2.5","2.8","3.1","3.2","3.5","3.8","3.9"
"Colon","Tolima","3.3","3.6","3.6","3.8","3.9","3.9","3.8","3.8","4.3","4.5","4.6","4.8","5.2","5","4.8","4.9","5.2","5.4","5.8","6.4","6.5","6.6","6.7"
"Colon","Valle del Cauca","4.1","4.1","4.3","4.4","4.5","4.5","4.7","4.9","5.1","5.3","5.8","6.1","6.2","6.4","6.6","6.7","6.9","7.1","7.3","7.6","7.7","7.7","7.8"
"Colon","Vaupés","2.9","2.9","2.9","2.9","0","0","0","0","0","2.5","2.5","2.4","2.4","2.4","2.4","2.4","2.3","2.3","2.3","2.3","2.2","2.2","2.2"
"Colon","Vichada","0","2","2","2","2","2","1.9","1.8","1.8","1.7","1.7","1.7","1.7","1.7","0","1.4","1.4","1.4","2.3","2.4","2.6","2.6","3"
"Recto","Amazonas","1.7","1.7","1.7","0","0","0","0","0","0","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3"
"Recto","Antioquia","0.9","0.8","0.8","0.8","0.8","0.8","0.8","0.9","0.9","1","1","1","1","1.1","1.2","1.2","1.4","1.5","1.7","1.9","2","2","2.1"
"Recto","Arauca","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.7","1","1.4","1.3","1.1","1","0.9","0.6"
"Recto","Archipiélago de San Andrés. Providencia","1.5","1.5","1.5","1.5","1.5","2.9","2.8","2.4","2.1","2.1","1.4","1.9","2.1","2.7","2","1.8","2.2","2.2","2.9","3.5","4.5","5.1","5.1"
"Recto","Atlántico","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.6","0.6","0.6","0.7","0.7","0.8","0.8","0.8","1","1","1.1","1.2","1.4","1.5","1.6","1.7"
"Recto","Bogotá D.C","1.2","1.3","1.3","1.3","1.4","1.6","1.6","1.7","1.9","2","2","2.1","2.1","2.1","2.1","2.2","2.2","2.2","2.3","2.3","2.5","2.6","2.7"
"Recto","Bolívar","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.5","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.6","0.7","0.8","0.8","0.9"
"Recto","Boyacá","0.8","0.8","0.8","0.8","0.9","1.1","1.3","1.3","1.4","1.3","1.3","1.3","1.5","1.5","1.7","1.8","1.8","2","2.2","2.3","2.4","2.6","2.5"
"Recto","Caldas","1.1","1.1","1","1.1","1.2","1.4","1.6","1.7","1.8","1.8","1.7","1.7","1.8","2","2.2","2.2","2.2","2.4","2.4","2.4","2.5","2.7","2.7"
"Recto","Caquetá","0.6","0.6","0.6","0.6","0.5","0.7","0.6","0.6","0.6","0.5","0.4","0.5","0.4","0.5","0.6","0.5","0.5","0.6","0.7","0.9","0.9","1","1"
"Recto","Casanare","0.4","1.3","1.3","1.3","1","1","0.3","0.5","0.5","0.5","0.8","0.7","0.8","0.8","0.7","0.7","0.8","0.7","0.8","0.9","1.2","1.3","1.4"
"Recto","Cauca","0.3","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.5","0.5","0.5","0.5","0.5","0.6","0.7","0.8","1","1.2","1.1","1.2","1.3"
"Recto","Cesar","0.4","0.3","0.5","0.7","0.6","0.5","0.5","0.3","0.3","0.3","0.4","0.5","0.5","0.5","0.6","0.4","0.4","0.4","0.6","0.7","0.9","1","1.1"
"Recto","Chocó","0.2","0.2","0.2","0.2","0","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.4","0.4","0.7","0.6","0.6","0.6"
"Recto","Córdoba","0.2","0.2","0.2","0.1","0.2","0.3","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.5","0.6","0.5","0.6","0.7","0.7","0.8"
"Recto","Cundinamarca","1","1","1","1.1","1.1","1.2","1.2","1.3","1.2","1.2","1.2","1.3","1.3","1.4","1.6","1.7","1.7","1.9","1.8","1.9","2.1","2.2","2.3"
"Recto","Guainía","0","3.2","3.1","3.1","3.1","3.1","3.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Placenta","Arauca","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Recto","Guaviare","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","0","1","1","1.3","1.3","1.3","1.3","1.4","0.9","0.9","0.9","0.9","1.3","1.3","1.3"
"Recto","Huila","0.4","0.4","0.5","0.4","0.5","0.6","0.6","0.6","0.7","0.7","0.7","0.8","0.8","0.7","0.8","0.8","1","1.1","1.4","1.4","1.7","1.7","1.8"
"Recto","La Guajira","0.2","0.2","0.2","0.4","0.4","0.4","0.4","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Recto","Magdalena","0.2","0.3","0.3","0.4","0.4","0.5","0.5","0.5","0.5","0.4","0.5","0.5","0.5","0.4","0.5","0.5","0.5","0.5","0.6","0.6","0.5","0.6","0.7"
"Recto","Meta","0.6","0.6","0.6","0.7","0.7","1","1","1.1","1.1","1.1","1","1.1","1.1","1.1","1.2","1.3","1.3","1.4","1.6","1.7","1.8","2","2"
"Recto","Nariño","0.5","0.5","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.7","0.6","0.8","0.8","0.8","0.9","1","0.9","1","1.1","1.1","1.2","1.1","1.2"
"Recto","Norte de Santander","0.5","0.6","0.7","0.9","1","1.1","1.1","1.2","1","1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.4","1.6","1.7","1.9","2.1","1.9"
"Recto","Putumayo","0","0.7","0.7","0.7","0.6","0.6","0.5","0.4","0.3","0.3","0.3","0.5","0.5","0.6","0.6","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5"
"Recto","Quindio","1.6","1.5","1.5","1.3","1.4","1.4","1.5","1.7","1.7","1.8","2.2","2","2.2","2.1","2.1","2","2.3","2.1","2.5","2.8","2.9","3","3.2"
"Recto","Risaralda","1","1.1","1","1.1","1.2","1.3","1.2","1.6","1.6","1.6","1.5","1.6","1.4","1.6","1.6","1.8","2.1","2.2","2.3","2.6","2.7","2.6","2.9"
"Recto","Santander","0.6","0.7","0.8","0.9","0.9","1","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.4","1.5","1.6","1.7","2","2.2","2.5","2.8","3","3.1"
"Recto","Sucre","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.4","0.4","0.6","0.6","0.6","0.5","0.6","0.5","0.6","0.8","0.9","0.9","1.1","1.1"
"Recto","Tolima","0.4","0.4","0.5","0.6","0.7","0.7","0.8","0.7","0.9","0.9","1.2","1.4","1.5","1.5","1.6","1.6","1.6","1.7","1.8","1.9","1.9","2","2"
"Recto","Valle del Cauca","1","1.1","1","1.1","1.2","1.2","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.4","1.4","1.4","1.6","1.7","1.8","1.9","2.2","2.2","2.4"
"Recto","Vaupés","0","0","0","0","2.6","2.6","2.6","2.6","2.6","0","0","0","0","2.4","2.4","2.4","2.4","2.4","0","0","0","0","0"
"Recto","Vichada","0","0","0","0","0","0","0","1.7","1.7","1.7","1.7","1.7","1.6","1.5","1.5","1.5","1.5","1.5","0","0","2.5","2.5","2.5"
"Ano","Amazonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ano","Antioquia","0.1","0.1","0.1","0.1","0.1","0.1","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2"
"Ano","Arauca","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0"
"Ano","Archipiélago de San Andrés. Providencia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ano","Atlántico","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2"
"Ano","Bogotá D.C","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Ano","Bolívar","0.1","0.1","0.1","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Ano","Boyacá","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1"
"Ano","Caldas","0.3","0.2","0.2","0.3","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Ano","Caquetá","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0.2","0.2","0.2","0.2","0.2"
"Ano","Casanare","0","0","0","0","0","0","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Ano","Cauca","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Ano","Cesar","0","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2"
"Ano","Chocó","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Ano","Córdoba","0","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.1"
"Ano","Cundinamarca","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.2","0.2","0.2","0.1","0.1"
"Ano","Guainía","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","2.5","2.5","2.5","2.5","0","0","0","0","0"
"Ano","Guaviare","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ano","Huila","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.2","0.2","0.1","0.1","0.2","0.1","0.1","0.2","0.2"
"Ano","La Guajira","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0","0","0.2","0.2","0.2","0.2","0.2","0"
"Ano","Magdalena","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Ano","Meta","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.2","0.2","0.2"
"Ano","Nariño","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Ano","Norte de Santander","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.2","0.2","0.3","0.3","0.3","0.3","0.4"
"Ano","Putumayo","0","0","0","0","0","0","0","0","0","0","0","0.6","0.5","0.5","0.5","0.5","0.3","0","0","0.3","0.3","0.3","0.3"
"Ano","Quindio","0.2","0.2","0.2","0.2","0.3","0.4","0.4","0.4","0.4","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Ano","Risaralda","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.3","0.2","0.3","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Ano","Santander","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.4","0.5"
"Ano","Sucre","0.1","0.1","0.1","0.1","0.1","0","0","0","0","0.1","0.4","0.4","0.3","0.2","0.3","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Ano","Tolima","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.1","0.2","0.1","0.2","0.1","0.1"
"Ano","Valle del Cauca","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2"
"Ano","Vaupés","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ano","Vichada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hígado","Tasa de mortalidad cruda por 100.000 personas-año.  en ambos sexos. edades [080+]. cáncer de hígado. Amazonas. Antioquia. Arauca. Archipiélago de San Andrés. Providencia . Atlántico. Bogotá D.C. Bolívar. Boyacá. Caldas. Caquetá. Casanare. Cauca. Cesar. Chocó. Cundinamarca. Córdoba. Guainía. Guaviare. Huila. La Guajira. Magdalena. Meta. Nariño. Norte de Santander. Putumayo. Quindio. Risaralda. Santander. Sucre. Tolima. Valle del Cauca. Vaupés. Vichada. años 1997. 1998. 1999. 2000. 2001. 2002. 2003. 2004. 2005. 2006. 2007. 2008. 2009. 2010. 2011. 2012. 2013. 2014. 2015. 2016. 2017. 2018. 2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hígado","Amazonas","2.6","2.6","2.6","3.4","4.6","3.8","4.5","3.7","3.2","3.2","3.5","3.4","4.5","4.4","3.8","3.8","2.7","1.3","1.3","1.3","1.3","1.3","1.3"
"Hígado","Antioquia","5.2","5.4","5.5","5.8","6.2","6.4","6.7","6.9","6.7","6.7","6.4","6.3","6","6.1","5.9","5.9","5.9","5.9","5.8","5.8","5.8","5.7","5.6"
"Hígado","Arauca","2","2.2","2.8","2.6","2.6","3.2","3.2","2.8","3","2.9","2.5","2.7","2.4","2.6","2.6","2.9","2.5","2.5","2.4","2.3","2.5","2.8","3.1"
"Hígado","Archipiélago de San Andrés. Providencia","2","1.9","1.9","1.9","2.9","3.4","4.3","3.6","3.5","2.5","2.5","1.7","1.7","1.4","2.2","2","3.3","3.6","3.1","3.1","3.3","2.6","2.6"
"Hígado","Atlántico","3.2","3.1","3","3.1","3","3","3.1","3.1","3.2","3.3","3.2","3","2.8","2.6","2.6","2.6","2.7","2.7","2.7","2.8","2.8","2.9","3.2"
"Hígado","Bogotá D.C","2.4","2.4","2.4","2.4","2.4","2.7","2.7","2.8","2.9","3","2.9","3","3","3.1","3.2","3.2","3.3","3.4","3.5","3.5","3.6","3.6","3.6"
"Hígado","Bolívar","2.1","2.1","2","2.2","2.2","2.2","2.2","2.4","2.3","2.3","2.3","2.2","2.1","2.1","2","1.9","1.9","1.9","2","2","2","2.1","2.2"
"Hígado","Boyacá","3.4","3.2","3","2.8","2.7","2.7","2.7","2.7","2.7","2.8","2.7","2.7","2.7","2.9","2.8","3","3.2","3.4","3.3","3.3","3.4","3.2","3.1"
"Hígado","Caldas","6.4","6.5","6.3","6.2","6.2","6","5.8","5.7","5.5","5.5","5.4","5.4","5.5","5.8","5.9","5.9","5.8","6","5.9","5.8","5.9","6","5.8"
"Hígado","Caquetá","3.4","3","3.1","3.4","3.5","3.1","3.6","3.3","3.2","3.1","3","2.7","3.1","2.8","2.6","2.3","2.2","1.9","1.8","1.5","1.8","1.8","1.5"
"Hígado","Casanare","1.1","1","1.2","1.1","1.2","1.3","1.4","1.4","1.6","1.5","1.6","1.9","1.8","2","2.3","2.9","2.7","2.9","2.8","2.7","2.3","2.4","2.4"
"Hígado","Cauca","2.9","2.8","2.8","2.7","2.6","2.7","2.9","3.1","3.2","3.5","3.4","3.1","3","2.9","3","3.2","3.4","3.6","3.7","3.8","3.7","3.7","3.7"
"Hígado","Cesar","1.2","1.6","1.6","1.8","2.1","2.4","2.4","2.8","2.9","2.8","2.8","2.8","2.5","2.6","2.6","2.7","2.6","2.6","2.3","2.3","2.5","2.5","2.5"
"Hígado","Chocó","1.2","1.2","1","1.3","1.1","1.2","1.4","1.5","1.3","1.6","1.5","1.4","1.4","1.4","1.2","1.2","1.1","1.1","1.2","1.3","1.4","1.5","1.5"
"Hígado","Córdoba","1.6","1.8","1.8","2","2.2","2.3","2.3","2.5","2.5","2.4","2.6","2.4","2.3","2.5","2.4","2.6","2.7","2.8","2.5","2.5","2.5","2.5","2.4"
"Hígado","Cundinamarca","2.8","2.8","2.7","2.7","2.7","2.7","2.6","2.7","2.6","2.6","2.5","2.6","2.6","2.8","2.9","3","3","2.9","2.9","3","3","3.1","3.3"
"Hígado","Guainía","3.4","3.3","3.3","3.2","3.1","3","3.9","3.9","3.9","4.3","5.7","0","0","0","0","2.4","2.4","2.4","2.4","4","4.6","4.6","5.7"
"Hígado","Guaviare","3.5","2.3","2.3","1.9","1.5","1.9","2.1","2.1","2.1","2.3","1.8","1.6","1.5","2.4","2.6","3.1","3.1","3.1","1.8","0.9","1.2","1.3","1.3"
"Hígado","Huila","3.4","3.2","3.2","3.3","3.4","3.3","3.5","3.7","3.7","3.5","3.5","3.5","3.3","3.4","3.5","3.7","4","4.2","4","3.9","3.5","3.1","3"
"Hígado","La Guajira","1.3","1.4","1.2","1.4","1.2","1.3","1.1","1.5","1.7","1.8","1.8","1.8","1.6","1.5","1.3","1.2","1.2","1.3","1.3","1.5","1.7","1.8","1.8"
"Hígado","Magdalena","2.3","2.3","2.5","2.6","2.7","2.8","3.1","3.1","3.4","3.3","3.2","2.9","2.6","2.3","2.3","2.3","2.4","2.5","2.6","2.6","2.8","2.7","2.8"
"Hígado","Meta","3","3.2","3.2","3.2","3.5","3.7","3.6","3.5","3.3","3.2","3.1","3.3","3.4","3.5","3.4","3.3","3.1","3.1","3","3","3.3","3.4","3.5"
"Hígado","Nariño","2.4","2.2","2.2","2.1","2.3","2.4","2.4","2.8","3.1","3.3","3.1","3.4","3.1","2.9","2.8","2.9","3","3.4","3.4","3.5","3.4","3.4","3"
"Hígado","Norte de Santander","3.2","3.1","3.2","3.4","3.5","3.7","4","3.8","3.9","3.9","3.8","3.9","3.9","3.8","3.7","4","4","4.3","4.2","4.5","4.2","4.3","4.1"
"Hígado","Putumayo","0.8","1.2","1.3","1.6","1.5","1.5","1.6","1.7","1.4","1.6","1.8","1.6","1.5","1.9","1.9","1.6","1.8","1.9","1.7","1.9","2.1","1.9","1.9"
"Hueso","Antioquia","0.8","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.7","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7"
"Hígado","Quindio","6.7","6.7","6.9","6.9","6.8","6.1","5.3","4.8","4.5","4","3.8","3.8","4","4.2","4.4","4.7","5.3","5.4","5.3","5.1","5.1","4.8","4.3"
"Hígado","Risaralda","6.5","6.2","6.5","6.6","6.4","6","5.7","5","4.4","4.1","4","4.2","4.8","5.1","6","6.4","6.6","6.2","6.3","6.2","6","6","6.3"
"Hígado","Santander","4","3.7","3.7","3.8","3.9","4.2","4.5","4.7","4.5","4.3","4.1","4.1","3.9","3.9","4","3.8","3.8","4.1","4.3","4.3","4.5","4.5","4.4"
"Hígado","Sucre","2","2.2","2.4","2.4","2.5","2.6","2.6","2.7","2.7","2.7","2.5","2.4","1.9","1.8","1.8","1.9","1.8","2.1","2.1","2.2","2.3","2.4","2.4"
"Hígado","Tolima","3.9","4","4","4.2","4","3.7","3.4","3.2","3","2.9","2.8","3.1","3.4","3.6","4","4.2","4.1","4.1","4","3.7","3.5","3.5","3.2"
"Hígado","Valle del Cauca","4.4","4.4","4.5","4.4","4.7","4.7","4.8","4.9","5.2","5.2","5.3","5.3","5.1","5.1","5","4.9","4.8","4.9","5","5","5.1","5.2","5.4"
"Hígado","Vaupés","2.8","2.8","2.8","2.8","2.7","2.6","2.6","2.6","2.6","4.9","4.9","4.9","4.9","3.6","2.3","3.9","3.9","3.9","4.6","4.5","3.4","3.4","3.4"
"Hígado","Vichada","2.3","2.3","2.2","3.4","3.9","3.9","3.9","5.8","1.7","1.7","1.7","1.7","2.7","2.6","3","3","2.4","1.4","1.4","1.3","1.3","1.3","1.3"
"vesícula biliar y otras partes de las vías biliares","Amazonas","0","0","0","0","0","0","1.5","1.5","1.5","1.5","1.5","1.4","1.4","0","0","0","0","0","0","1.3","1.3","1.3","1.3"
"vesícula biliar y otras partes de las vías biliares","Antioquia","2.6","2.5","2.4","2.4","2.5","2.4","2.5","2.6","2.6","2.5","2.6","2.6","2.6","2.5","2.7","2.8","2.9","3","3.1","3.2","3.3","3.3","3.3"
"vesícula biliar y otras partes de las vías biliares","Arauca","0.7","0.7","0.6","0.6","0.6","0.4","0.4","0.5","0.6","0.7","0.8","0.8","0.8","0.8","0.9","0.9","0.8","0.8","0.8","0.8","0.9","1","1.1"
"vesícula biliar y otras partes de las vías biliares","Archipiélago de San Andrés. Providencia","0","0","1.5","1.5","1.5","1.4","1.4","3.5","3.5","3.3","4.2","4.2","2.8","2.8","1.3","1.3","1.3","2","2","1.9","1.7","1.7","1.3"
"vesícula biliar y otras partes de las vías biliares","Atlántico","0.7","0.8","0.9","1","0.9","1","1.1","1","1","1.1","1.2","1","0.9","0.9","1","0.9","1","1","1","1","1.1","1.1","1.2"
"vesícula biliar y otras partes de las vías biliares","Bogotá D.C","1.4","1.4","1.5","1.5","1.5","1.6","1.5","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.7","1.8","1.8","1.8","1.8","1.9","1.9","1.8","1.9"
"vesícula biliar y otras partes de las vías biliares","Bolívar","0.7","0.8","0.8","0.7","0.7","0.7","0.6","0.7","0.7","0.8","0.9","1","0.9","1","0.9","0.9","1","1.1","1.1","1.2","1.2","1.1","1.2"
"vesícula biliar y otras partes de las vías biliares","Boyacá","1.2","1.3","1.3","1.4","1.5","1.6","1.6","1.6","1.7","1.9","2.1","2.4","2.4","2.4","2.2","2.3","2.2","2.2","2.3","2.4","2.3","2.3","2.5"
"vesícula biliar y otras partes de las vías biliares","Caldas","3.2","3.4","3.5","3.6","3.5","3.3","2.8","2.5","2.4","2.4","2.6","2.9","2.8","2.7","2.7","2.7","2.7","3","3.3","3.5","3.6","3.8","4"
"vesícula biliar y otras partes de las vías biliares","Caquetá","0.8","0.7","0.7","0.8","0.5","0.7","0.8","0.8","0.9","0.8","0.6","0.7","0.8","0.6","0.7","0.8","0.6","0.6","0.7","0.8","0.9","1","1.1"
